x,y,z,r,g,b
-0.555000,0.180451,0.725490,164,194,198
-0.555000,0.187970,0.768627,177,204,206
-0.555000,0.195489,0.584314,136,154,155
-0.555000,0.203008,0.333333,79,87,87
-0.555000,0.210526,0.337255,84,86,87
-0.555000,0.827068,0.349020,103,87,61
-0.555000,0.834586,0.588235,182,144,96
-0.555000,0.842105,0.490196,149,120,84
-0.550000,0.180451,0.729412,165,194,198
-0.550000,0.187970,0.725490,169,191,193
-0.550000,0.195489,0.392157,91,104,105
-0.550000,0.203008,0.325490,80,85,84
-0.550000,0.210526,0.309804,78,79,79
-0.550000,0.827068,0.364706,106,90,74
-0.550000,0.834586,0.549020,166,134,101
-0.550000,0.842105,0.388235,117,96,66
-0.550000,0.849624,0.560784,163,139,108
-0.550000,0.857143,0.494118,147,122,91
-0.550000,0.864662,0.407843,121,102,74
-0.545000,0.203008,0.313725,79,80,79
-0.542500,0.172932,0.747059,168,199,202
-0.542500,0.180451,0.747059,172,197,200
-0.542500,0.187970,0.482353,115,125,129
-0.542500,0.195489,0.329412,83,83,85
-0.542500,0.849624,0.409804,124,101,72
-0.540000,0.842105,0.337255,96,84,66
-0.540000,0.857143,0.721569,213,178,136
-0.540000,0.864662,0.478431,147,119,74
-0.535000,0.172932,0.752941,170,201,202
-0.535000,0.180451,0.580392,133,154,154
-0.535000,0.187970,0.341176,86,87,91
-0.535000,0.195489,0.317647,88,78,81
-0.535000,0.842105,0.458824,130,115,97
-0.535000,0.849624,0.541176,162,133,99
-0.535000,0.857143,0.827451,241,207,156
-0.535000,0.864662,0.792157,232,198,145
-0.535000,0.872180,0.309804,99,78,32
-0.530000,0.172932,0.729412,173,191,194
-0.530000,0.180451,0.392157,95,103,102
-0.530000,0.187970,0.305882,78,77,79
-0.530000,0.842105,0.356863,96,91,81
-0.530000,0.849624,0.364706,96,93,85
-0.530000,0.857143,0.376471,113,93,70
-0.530000,0.864662,0.647059,200,158,113
-0.530000,0.872180,0.443137,148,105,59
-0.530000,0.879699,0.368627,111,93,58
-0.530000,0.894737,0.490196,151,121,76
-0.530000,0.902256,0.525490,160,131,85
-0.525000,0.834586,0.576471,167,144,111
-0.525000,0.842105,0.596078,174,147,118
-0.522500,0.165414,0.749020,170,199,205
-0.522500,0.172932,0.660784,154,173,175
-0.522500,0.180451,0.335294,79,88,87
-0.522500,0.187970,0.317647,81,80,83
-0.522500,0.804511,0.582353,178,142,101
-0.522500,0.812030,0.662745,194,164,127
-0.522500,0.819549,0.647059,187,161,126
-0.522500,0.827068,0.647058,188,161,124
-0.522500,0.849624,0.649020,195,159,121
-0.522500,0.857143,0.672549,198,166,127
-0.522500,0.864662,0.445098,137,109,71
-0.522500,0.872180,0.594118,177,147,106
-0.522500,0.879699,0.570589,166,143,101
-0.520000,0.796992,0.368627,110,91,67
-0.520000,0.887218,0.380392,121,94,48
-0.515000,0.165414,0.749020,170,199,205
-0.515000,0.172932,0.611765,142,161,163
-0.515000,0.180451,0.301961,71,80,79
-0.515000,0.789474,0.443137,127,111,89
-0.515000,0.796992,0.749020,219,185,150
-0.515000,0.804511,0.807843,250,198,135
-0.515000,0.849624,0.521569,170,124,80
-0.515000,0.857143,0.470588,144,115,82
-0.515000,0.872180,0.619608,175,156,127
-0.515000,0.879699,0.803922,234,201,153
-0.515000,0.887218,0.611765,184,152,103
-0.515000,0.894737,0.474510,146,118,73
-0.510000,0.781955,0.309804,81,80,71
-0.510000,0.872180,0.301961,93,74,54
-0.507500,0.165414,0.745098,169,198,204
-0.507500,0.172932,0.629412,146,165,167
-0.507500,0.180451,0.317647,75,83,83
-0.507500,0.789474,0.386275,112,97,74
-0.507500,0.796992,0.529412,161,129,96
-0.507500,0.812030,0.515686,150,128,101
-0.507500,0.819549,0.521569,149,130,108
-0.507500,0.879699,0.752941,221,187,138
-0.507500,0.887218,0.841177,245,210,158
-0.507500,0.894737,0.843137,243,211,162
-0.507500,0.902256,0.537255,164,133,87
-0.507500,0.909774,0.572549,173,142,97
-0.507500,0.917293,0.749020,215,187,146
-0.507500,0.924812,0.421569,124,106,69
-0.505000,0.804511,0.662745,197,164,125
-0.505000,0.827068,0.756863,217,188,154
-0.505000,0.834586,0.729412,213,180,147
-0.505000,0.842105,0.721569,206,179,154
-0.505000,0.849624,0.760784,219,190,152
-0.505000,0.857143,0.705882,199,177,147
-0.505000,0.864662,0.325490,91,81,72
-0.500000,0.165414,0.741176,168,197,203
-0.500000,0.172932,0.650980,152,171,173
-0.500000,0.180451,0.321569,76,84,84
-0.500000,0.789474,0.352941,99,88,73
-0.500000,0.796992,0.454902,131,113,94
-0.500000,0.804511,0.733333,216,181,139
-0.500000,0.812030,0.901961,254,226,184
-0.500000,0.819549,0.866667,250,215,173
-0.500000,0.827068,0.843137,244,209,167
-0.500000,0.834586,0.886275,254,221,179
-0.500000,0.842105,0.882353,255,219,174
-0.500000,0.849624,0.850980,247,213,159
-0.500000,0.857143,0.772549,227,192,148
-0.500000,0.864662,0.388235,124,92,69
-0.500000,0.872180,0.309804,101,74,47
-0.500000,0.879699,0.768627,224,192,147
-0.500000,0.887218,0.847059,245,211,163
-0.500000,0.894737,0.815686,235,204,159
-0.500000,0.902256,0.807843,231,202,162
-0.500000,0.909774,0.592157,175,146,110
-0.495000,0.165414,0.741176,168,197,203
-0.495000,0.172932,0.674510,159,177,180
-0.495000,0.180451,0.329412,78,87,86
-0.495000,0.789474,0.337255,101,83,65
-0.495000,0.796992,0.517647,153,127,103
-0.495000,0.804511,0.807843,235,200,158
-0.495000,0.812030,0.854902,247,212,170
-0.495000,0.819549,0.831373,241,206,164
-0.495000,0.827068,0.776471,228,192,151
-0.495000,0.834586,0.807843,235,201,159
-0.495000,0.842105,0.807843,234,201,156
-0.495000,0.849624,0.733333,215,184,129
-0.495000,0.857143,0.713725,210,177,133
-0.495000,0.864662,0.396078,128,93,70
-0.495000,0.872180,0.313725,107,73,46
-0.495000,0.879699,0.517647,154,128,91
-0.495000,0.887218,0.517647,151,130,93
-0.490000,0.789474,0.301961,90,74,56
-0.490000,0.857143,0.301961,94,75,42
-0.487500,0.165414,0.741176,168,197,203
-0.487500,0.172932,0.623529,145,164,166
-0.487500,0.180451,0.333333,79,88,87
-0.487500,0.796992,0.466667,132,117,94
-0.487500,0.804511,0.721568,213,178,136
-0.487500,0.812030,0.827451,238,206,164
-0.487500,0.819549,0.782353,228,193,152
-0.487500,0.827068,0.611765,185,150,108
-0.487500,0.834586,0.501961,157,122,80
-0.487500,0.842105,0.480392,144,117,91
-0.485000,0.849624,0.337255,109,82,45
-0.480000,0.157895,0.741176,169,197,203
-0.480000,0.165414,0.756863,174,200,204
-0.480000,0.172932,0.462745,108,122,125
-0.480000,0.796992,0.380392,103,97,78
-0.480000,0.804511,0.662745,197,163,129
-0.480000,0.812030,0.847059,249,209,168
-0.480000,0.819549,0.800000,236,197,155
-0.480000,0.827068,0.807843,235,200,160
-0.480000,0.834586,0.811765,238,201,156
-0.480000,0.842105,0.780392,230,191,157
-0.480000,0.849624,0.807843,240,199,156
-0.480000,0.857143,0.650980,196,162,110
-0.480000,0.864662,0.435294,133,107,77
-0.480000,0.872180,0.450980,136,113,70
-0.475000,0.180451,0.305882,77,78,83
-0.472500,0.157895,0.743137,171,196,202
-0.472500,0.165414,0.639215,151,167,170
-0.472500,0.172932,0.343138,82,89,91
-0.472500,0.796992,0.327451,95,80,68
-0.472500,0.804511,0.323529,92,81,66
-0.472500,0.812030,0.427451,132,104,75
-0.472500,0.819549,0.450980,136,110,84
-0.472500,0.827068,0.447058,127,111,94
-0.472500,0.834586,0.450980,135,110,86
-0.472500,0.842105,0.562746,169,140,95
-0.472500,0.849624,0.717647,216,175,133
-0.472500,0.857143,0.792156,232,199,136
-0.472500,0.864662,0.439215,133,107,79
-0.472500,0.872180,0.588235,175,147,96
-0.470000,0.150376,0.741176,168,197,205
-0.465000,0.150376,0.709804,161,188,196
-0.465000,0.157895,0.749020,176,196,203
-0.465000,0.165414,0.333333,78,87,92
-0.465000,0.172932,0.305882,76,78,82
-0.465000,0.796992,0.349020,96,87,80
-0.465000,0.804511,0.313725,91,79,57
-0.465000,0.812030,0.768627,221,191,158
-0.465000,0.827068,0.341176,101,84,68
-0.465000,0.834586,0.407843,124,98,79
-0.465000,0.842105,0.654902,194,164,115
-0.465000,0.849624,0.615686,191,148,110
-0.465000,0.857143,0.592157,181,147,95
-0.465000,0.872180,0.639216,184,161,115
-0.460000,0.150376,0.737255,167,195,203
-0.460000,0.157895,0.623529,147,162,172
-0.460000,0.172932,0.309804,79,78,83
-0.460000,0.781955,0.301961,78,79,68
-0.460000,0.796992,0.313725,89,78,69
-0.460000,0.804511,0.400000,119,98,76
-0.460000,0.812030,0.698039,209,170,134
-0.460000,0.819549,0.607843,183,148,114
-0.460000,0.827068,0.396078,122,96,70
-0.460000,0.834586,0.541176,166,131,98
-0.460000,0.842105,0.694118,204,174,122
-0.460000,0.849624,0.611765,191,147,111
-0.460000,0.857143,0.533333,165,131,87
-0.460000,0.872180,0.364706,110,93,50
-0.460000,0.992481,0.341176,123,77,48
-0.455000,0.165414,0.317647,80,80,87
-0.455000,0.819549,0.443137,137,107,77
-0.452500,0.142857,0.733333,165,196,199
-0.452500,0.150376,0.713726,165,188,194
-0.452500,0.157895,0.394118,92,103,108
-0.452500,0.789474,0.331372,94,82,68
-0.452500,0.796992,0.562745,155,141,126
-0.452500,0.804511,0.582353,164,145,121
-0.452500,0.812030,0.415686,132,98,78
-0.452500,0.827068,0.443137,124,112,89
-0.452500,0.834586,0.505882,156,122,90
-0.452500,0.842105,0.547059,168,135,85
-0.452500,0.849624,0.580392,180,139,107
-0.452500,0.857143,0.407844,132,96,69
-0.452500,0.977444,0.396078,127,95,61
-0.452500,0.984962,0.521569,161,127,89
-0.450000,0.992481,0.588235,188,142,89
-0.445000,0.142857,0.733333,168,195,199
-0.445000,0.150376,0.486275,111,129,133
-0.445000,0.157895,0.317647,76,82,85
-0.445000,0.812030,0.349020,104,85,73
-0.445000,0.827068,0.349020,96,89,67
-0.445000,0.834586,0.450980,141,109,81
-0.445000,0.842105,0.549020,165,134,104
-0.445000,0.849624,0.619608,188,151,112
-0.445000,0.857143,0.588235,185,142,97
-0.445000,0.864662,0.529412,172,126,82
-0.445000,0.872180,0.443137,149,103,67
-0.445000,0.879699,0.505882,151,127,85
-0.445000,0.969925,0.372549,115,92,61
-0.445000,0.977444,0.333333,108,81,46
-0.440000,0.135338,0.741176,167,198,203
-0.440000,0.142857,0.698039,161,184,189
-0.440000,0.150376,0.333333,77,87,94
-0.440000,0.157895,0.305882,77,78,83
-0.440000,0.804511,0.301961,82,78,62
-0.440000,0.812030,0.341176,95,86,72
-0.440000,0.819549,0.341176,103,83,68
-0.440000,0.827068,0.435294,133,105,84
-0.440000,0.834586,0.482353,147,117,87
-0.440000,0.842105,0.482353,143,118,100
-0.440000,0.849624,0.670588,198,166,127
-0.440000,0.857143,0.803922,241,199,140
-0.440000,0.864662,0.545098,182,130,75
-0.440000,0.872180,0.501961,173,114,79
-0.440000,0.879699,0.658824,207,159,110
-0.440000,0.887218,0.454902,146,112,61
-0.440000,0.969925,0.666667,191,167,131
-0.440000,0.977444,0.482353,146,120,82
-0.440000,0.984962,0.301961,101,73,35
-0.440000,0.992481,0.600000,177,149,110
-0.435000,0.157895,0.313725,80,79,84
-0.435000,0.864662,0.580392,180,141,100
-0.435000,0.872180,0.486275,155,115,85
-0.435000,0.887218,0.545098,173,132,86
-0.435000,0.969925,0.345098,106,86,54
-0.435000,0.977444,0.321569,100,79,50
-0.432500,0.135338,0.749020,170,199,205
-0.432500,0.142857,0.545098,127,143,151
-0.432500,0.812030,0.380392,108,95,75
-0.432500,0.819549,0.492157,161,114,88
-0.432500,0.827068,0.462745,170,99,74
-0.432500,0.834586,0.496078,162,116,83
-0.432500,0.842105,0.425490,121,105,91
-0.432500,0.849624,0.327451,101,79,58
-0.432500,0.857143,0.466667,141,114,85
-0.432500,0.879699,0.539216,168,130,95
-0.425000,0.135338,0.745098,175,196,196
-0.425000,0.142857,0.431373,101,114,115
-0.425000,0.150376,0.309804,76,79,83
-0.425000,0.812030,0.403922,110,101,91
-0.425000,0.819549,0.478431,157,110,88
-0.425000,0.827068,0.431373,172,91,48
-0.425000,0.834586,0.662745,233,149,102
-0.425000,0.842105,0.552941,186,127,99
-0.425000,0.849624,0.603922,189,146,101
-0.425000,0.857143,0.458824,140,114,70
-0.420000,0.857143,0.658824,187,165,132
-0.420000,0.872180,0.419608,114,108,87
