x,y,z,r,g,b
0.487500,0.917293,0.931373,252,237,201
0.487500,0.924812,0.911765,247,232,198
0.487500,0.932331,0.403921,114,103,67
0.490000,0.812030,0.698039,226,168,105
0.490000,0.872180,0.415686,133,102,60
0.495000,0.300752,0.698039,168,182,182
0.495000,0.308271,0.466667,116,120,123
0.495000,0.315789,0.313725,80,80,81
0.495000,0.796992,0.364706,104,90,78
0.495000,0.804511,0.564706,176,137,94
0.495000,0.812030,0.611765,193,150,92
0.495000,0.864662,0.674510,209,164,115
0.495000,0.872180,0.466667,144,112,86
0.495000,0.909774,0.752941,215,188,149
0.495000,0.924812,0.862745,245,216,179
0.500000,0.300752,0.709804,168,186,185
0.500000,0.308271,0.615686,149,160,160
0.500000,0.315789,0.333333,82,86,86
0.500000,0.323308,0.305882,78,78,78
0.500000,0.789474,0.349020,97,87,76
0.500000,0.804511,0.443137,143,106,72
0.500000,0.812030,0.647059,201,159,100
0.500000,0.864662,0.662745,207,162,109
0.500000,0.872180,0.458824,143,111,81
0.500000,0.909774,0.709804,210,176,133
0.500000,0.924812,0.819608,244,202,156
0.500000,0.932331,0.478431,148,119,73
0.500000,0.939850,0.329412,102,83,40
0.505000,0.300752,0.701961,165,185,183
0.505000,0.789474,0.321569,90,80,70
0.505000,0.842105,0.690196,207,172,114
0.505000,0.939850,0.317647,98,80,43
0.507500,0.308271,0.705882,166,186,183
0.507500,0.315789,0.464705,110,122,119
0.507500,0.323308,0.311764,79,79,78
0.507500,0.796992,0.529411,151,131,112
0.507500,0.804511,0.588235,179,144,104
0.507500,0.849624,0.574510,177,141,92
0.507500,0.857143,0.660784,205,162,102
0.507500,0.864662,0.721568,220,178,122
0.507500,0.872180,0.633334,189,156,112
0.507500,0.909774,0.735294,214,182,141
0.507500,0.924812,0.705882,212,173,126
0.507500,0.932331,0.441176,135,109,67
0.510000,0.812030,0.486275,151,116,90
0.510000,0.819549,0.400000,132,92,74
0.510000,0.827068,0.647059,193,158,130
0.510000,0.834586,0.533333,160,133,88
0.515000,0.308271,0.686275,163,180,179
0.515000,0.315789,0.650980,157,170,168
0.515000,0.323308,0.341176,80,91,89
0.515000,0.796992,0.482353,137,119,103
0.515000,0.804511,0.564706,162,140,117
0.515000,0.812030,0.462745,136,113,93
0.515000,0.819549,0.325490,102,78,60
0.515000,0.827068,0.647059,183,161,140
0.515000,0.834586,0.482353,140,119,95
0.515000,0.849624,0.478431,139,119,97
0.515000,0.857143,0.552941,170,134,101
0.515000,0.864662,0.560784,173,136,98
0.515000,0.872180,0.635294,187,158,120
0.515000,0.879699,0.352941,103,90,57
0.515000,0.909774,0.576471,165,145,109
0.515000,0.917293,0.894118,249,225,185
0.515000,0.924812,0.784314,220,198,161
0.515000,0.932331,0.305882,91,77,48
0.520000,0.308271,0.690196,165,181,181
0.520000,0.796992,0.317647,86,80,71
0.520000,0.804511,0.337255,95,84,73
0.520000,0.827068,0.403922,112,101,90
0.520000,0.834586,0.337255,95,84,73
0.520000,0.849624,0.341176,96,85,74
0.520000,0.857143,0.368627,112,89,71
0.520000,0.864662,0.411765,124,100,77
0.520000,0.872180,0.431373,123,108,82
0.520000,0.924812,0.447059,129,114,79
0.522500,0.315789,0.690197,167,180,178
0.522500,0.323308,0.531372,127,139,137
0.522500,0.909774,0.796079,223,200,161
0.522500,0.917293,0.788236,221,199,160
0.525000,0.330827,0.321569,80,83,82
0.525000,0.338346,0.313725,80,80,80
0.525000,0.902256,0.498039,143,125,91
0.530000,0.315789,0.682353,166,178,177
0.530000,0.323308,0.678431,165,177,175
0.530000,0.330827,0.384314,96,99,99
0.530000,0.338346,0.313725,80,80,80
0.530000,0.345865,0.317647,81,81,81
0.530000,0.902256,0.733333,210,184,145
0.530000,0.909774,0.490196,153,120,79
0.530000,0.917293,0.533333,159,133,91
0.535000,0.323308,0.682353,166,178,176
0.535000,0.330827,0.560784,141,144,144
0.535000,0.338346,0.356863,91,91,91
0.535000,0.345865,0.313725,80,80,80
0.535000,0.902256,0.811765,236,201,162
0.535000,0.917293,0.764706,220,191,146
0.540000,0.323308,0.666667,160,175,174
0.540000,0.924812,0.392157,117,99,63
0.542500,0.330827,0.698039,167,182,181
0.542500,0.338346,0.576470,141,150,150
0.542500,0.345865,0.337255,85,86,86
0.542500,0.353383,0.309804,81,78,78
0.542500,0.902256,0.711764,212,176,125
0.542500,0.909774,0.741176,217,184,141
0.542500,0.917293,0.507843,148,125,103
0.545000,0.360902,0.301961,77,78,73
0.550000,0.330827,0.682353,162,179,178
0.550000,0.338346,0.698039,169,182,182
0.550000,0.345865,0.560784,140,145,144
0.550000,0.353383,0.352941,89,91,90
0.550000,0.360902,0.321569,82,83,78
0.550000,0.902256,0.494118,142,125,85
0.555000,0.338346,0.678431,163,177,176
0.555000,0.345865,0.705882,171,184,180
0.555000,0.353383,0.466667,114,122,118
0.555000,0.360902,0.321569,81,83,78
0.555000,0.368421,0.325490,81,84,79
0.562500,0.345865,0.684314,161,181,175
0.562500,0.353383,0.668628,161,175,170
0.562500,0.360902,0.447059,112,115,111
0.562500,0.368421,0.331372,84,85,81
0.562500,0.375940,0.311765,76,81,77
0.570000,0.353383,0.698039,171,182,180
0.570000,0.360902,0.658824,161,171,170
0.570000,0.368421,0.486275,121,126,122
0.570000,0.375940,0.329412,85,84,78
0.570000,0.383459,0.305882,77,79,73
0.570000,0.766917,0.305882,77,78,77
0.570000,0.781955,0.313725,83,80,74
0.570000,0.842105,0.333333,82,85,89
0.570000,0.857143,0.317647,87,80,71
0.570000,0.864662,0.407843,110,103,90
0.570000,0.872180,0.368627,98,95,81
0.575000,0.390977,0.301961,74,79,75
0.575000,0.721805,0.796078,210,203,183
0.575000,0.729323,0.796078,208,205,180
0.575000,0.736842,0.800000,209,206,181
0.575000,0.744361,0.796078,209,205,180
0.575000,0.751880,0.788235,207,203,178
0.577500,0.360902,0.696079,170,181,179
0.577500,0.368421,0.662745,165,171,169
0.577500,0.375940,0.486274,122,125,120
0.577500,0.383459,0.350981,88,90,86
0.577500,0.699248,0.372549,107,91,84
0.577500,0.706767,0.752941,220,184,159
0.577500,0.714286,0.741176,220,180,152
0.577500,0.759398,0.725490,216,175,152
0.577500,0.766917,0.737255,218,179,157
0.577500,0.774436,0.788235,213,200,173
0.577500,0.781955,0.798039,216,202,178
0.577500,0.789474,0.794118,217,200,176
0.577500,0.796992,0.792157,211,202,173
0.577500,0.804511,0.794118,219,199,172
0.577500,0.812030,0.798039,220,200,173
0.577500,0.819549,0.798039,220,200,173
0.577500,0.827068,0.788235,218,198,170
0.577500,0.834586,0.778431,216,195,168
0.577500,0.842105,0.762745,208,193,166
0.577500,0.849624,0.784314,216,198,169
0.577500,0.857143,0.764706,211,193,162
0.577500,0.864662,0.478431,136,120,94
0.585000,0.368421,0.682353,168,176,176
0.585000,0.375940,0.701961,175,181,180
0.585000,0.383459,0.486275,121,126,124
0.585000,0.390977,0.337255,85,87,81
0.585000,0.398496,0.329412,84,85,79
0.585000,0.699248,0.333333,115,73,65
0.585000,0.706767,0.584314,230,118,100
0.585000,0.751880,0.627451,254,122,108
0.585000,0.759398,0.635294,253,126,110
0.585000,0.766917,0.674510,236,149,120
0.585000,0.774436,0.886275,254,220,186
0.585000,0.781955,0.925490,251,234,204
0.585000,0.857143,0.894118,249,225,189
0.585000,0.864662,0.909804,249,230,197
0.585000,0.872180,0.368627,110,91,68
0.590000,0.375940,0.670588,165,174,173
0.590000,0.383459,0.650980,163,168,166
0.590000,0.390977,0.400000,101,103,98
0.590000,0.398496,0.329412,85,85,78
0.590000,0.406015,0.305882,80,78,72
0.590000,0.699248,0.396078,127,92,80
0.590000,0.706767,0.619608,244,124,110
0.590000,0.751880,0.623529,252,121,107
0.590000,0.759398,0.631373,254,124,109
0.590000,0.766917,0.650980,239,139,113
0.590000,0.774436,0.901961,255,224,196
0.590000,0.781955,0.941176,252,239,212
0.590000,0.789474,0.937255,253,238,209
0.590000,0.864662,0.925490,254,233,204
0.590000,0.872180,0.588235,169,145,122
0.595000,0.375940,0.698039,172,180,182
0.597500,0.383459,0.684314,169,177,175
0.597500,0.390977,0.643138,161,165,164
0.597500,0.398496,0.468628,118,120,116
0.597500,0.406015,0.311764,78,80,75
0.597500,0.699248,0.596079,171,148,123
0.597500,0.706767,0.798039,235,196,161
0.597500,0.714286,0.721568,231,170,131
0.597500,0.721805,0.539216,186,123,86
0.597500,0.729323,0.527451,180,121,84
0.597500,0.751880,0.541176,183,124,86
0.597500,0.759398,0.549019,187,125,91
0.597500,0.766917,0.580392,198,132,96
0.597500,0.774436,0.635294,198,153,111
0.597500,0.781955,0.676471,198,169,125
0.597500,0.789474,0.649020,190,162,119
0.597500,0.796992,0.649019,193,160,121
0.597500,0.804511,0.654902,198,160,118
0.597500,0.812030,0.668628,201,164,121
0.597500,0.819549,0.696079,208,171,126
0.597500,0.827068,0.668628,201,165,115
0.597500,0.834586,0.707844,211,175,124
0.597500,0.842105,0.682353,208,166,120
0.597500,0.849624,0.676471,204,167,118
0.597500,0.857143,0.674510,201,168,115
0.597500,0.864662,0.717647,216,178,125
0.597500,0.872180,0.690197,214,168,116
0.597500,0.879699,0.576471,176,141,99
0.600000,0.736842,0.549020,165,139,81
0.600000,0.744361,0.517647,158,131,73
0.600000,0.887218,0.380392,113,96,59
0.600000,0.984962,0.313725,91,77,63
0.605000,0.390977,0.690196,173,177,176
0.605000,0.398496,0.623529,157,160,155
0.605000,0.406015,0.305882,77,79,74
0.605000,0.699248,0.564706,156,143,116
0.605000,0.706767,0.815686,225,207,169
0.605000,0.714286,0.564706,171,140,96
0.605000,0.721805,0.541176,171,129,94
0.605000,0.729323,0.501961,165,118,86
0.605000,0.736842,0.525490,170,124,87
0.605000,0.744361,0.517647,169,123,85
0.605000,0.751880,0.513725,168,121,88
0.605000,0.759398,0.513725,167,121,90
0.605000,0.766917,0.513725,162,124,82
0.605000,0.781955,0.517647,157,128,87
0.605000,0.789474,0.486275,151,118,80
0.605000,0.796992,0.505882,160,122,87
0.605000,0.804511,0.537255,167,131,85
0.605000,0.812030,0.545098,170,133,87
0.605000,0.819549,0.568627,175,139,93
0.605000,0.827068,0.560784,174,137,91
0.605000,0.834586,0.568627,175,139,93
0.605000,0.842105,0.533333,169,129,86
0.605000,0.849624,0.568627,179,138,93
0.605000,0.857143,0.600000,187,146,99
0.605000,0.864662,0.635294,198,154,106
0.605000,0.872180,0.662745,207,161,112
0.605000,0.879699,0.458824,142,112,73
0.605000,0.984962,0.474510,144,116,90
0.605000,0.992481,0.470588,148,113,85
0.610000,0.759398,0.301961,92,74,52
0.610000,0.864662,0.301961,100,72,45
0.610000,0.872180,0.345098,110,83,55
0.610000,0.879699,0.301961,95,74,41
0.610000,0.992481,0.447059,147,105,72
0.612500,0.390977,0.668628,167,171,170
0.612500,0.398496,0.647059,164,166,162
0.612500,0.406015,0.323529,81,83,78
0.612500,0.413534,0.311764,78,80,79
0.612500,0.691729,0.362745,99,91,81
0.612500,0.699248,0.756863,206,191,167
0.612500,0.706767,0.796078,223,199,166
0.612500,0.721805,0.400000,126,96,67
0.612500,0.736842,0.356863,109,88,56
0.612500,0.744361,0.350980,108,87,54
0.612500,0.969925,0.362746,103,91,69
0.612500,0.984962,0.494118,152,119,89
0.615000,0.714286,0.811765,231,203,167
0.615000,0.729323,0.388235,123,93,66
0.615000,0.751880,0.360784,116,86,57
0.615000,0.887218,0.462745,133,116,87
0.620000,0.398496,0.658824,163,171,168
0.620000,0.406015,0.466667,114,122,119
0.620000,0.413534,0.313725,76,82,78
0.620000,0.706767,0.788235,215,200,169
0.620000,0.714286,0.388235,113,97,71
0.620000,0.721805,0.384314,112,94,80
0.620000,0.887218,0.380392,112,95,66
0.620000,0.969925,0.349020,97,88,73
0.620000,0.984962,0.498039,154,120,94
0.625000,0.398496,0.694118,171,180,177
0.625000,0.406015,0.572549,140,149,146
0.625000,0.413534,0.321569,78,84,80
0.625000,0.421053,0.301961,74,79,75
0.625000,0.706767,0.760784,208,193,163
0.625000,0.714286,0.411765,120,103,79
0.625000,0.887218,0.325490,98,82,50
0.625000,0.969925,0.313725,88,79,67
0.625000,0.984962,0.486275,150,118,87
0.630000,0.398496,0.701961,173,182,179
0.632500,0.406015,0.658823,162,171,168
0.632500,0.413534,0.419608,103,109,105
0.632500,0.706767,0.823529,218,210,184
0.632500,0.714286,0.778431,214,196,170
0.632500,0.721805,0.598040,166,150,130
0.632500,0.774436,0.568627,157,144,122
0.632500,0.781955,0.586275,161,148,126
0.632500,0.789474,0.568627,157,143,122
0.632500,0.796992,0.560785,155,141,119
0.632500,0.804511,0.562745,154,142,121
0.632500,0.819549,0.566666,155,143,122
0.632500,0.827068,0.558823,154,141,120
0.632500,0.842105,0.550981,155,136,126
0.632500,0.879699,0.394117,116,100,62
0.632500,0.887218,0.331372,95,84,53
0.632500,0.969925,0.311765,85,79,66
0.632500,0.984962,0.486275,148,120,82
0.635000,0.729323,0.850980,233,215,186
0.635000,0.736842,0.839216,231,212,183
0.635000,0.744361,0.839216,231,211,181
0.635000,0.751880,0.850980,233,215,186
0.635000,0.759398,0.839216,230,212,182
0.635000,0.766917,0.823529,226,208,179
0.635000,0.812030,0.807843,223,204,175
0.635000,0.834586,0.811765,224,204,174
0.635000,0.849624,0.784314,220,195,173
0.635000,0.857143,0.803922,223,201,176
0.635000,0.864662,0.792157,223,197,170
0.635000,0.872180,0.643137,187,159,131
0.640000,0.406015,0.678431,168,176,173
0.640000,0.413534,0.576471,143,149,145
0.640000,0.421053,0.329412,81,86,83
0.640000,0.706767,0.317647,89,82,58
0.640000,0.714286,0.588235,167,147,119
0.640000,0.721805,0.917647,254,230,203
0.640000,0.736842,0.929412,255,235,202
0.640000,0.744361,0.933333,255,236,202
0.640000,0.751880,0.921569,254,233,199
0.640000,0.759398,0.929412,254,235,201
0.640000,0.766917,0.933333,254,236,203
0.640000,0.774436,0.929412,255,234,201
0.640000,0.781955,0.921569,255,232,198
0.640000,0.789474,0.929412,255,234,201
0.640000,0.796992,0.937255,255,237,203
0.640000,0.804511,0.929412,255,235,198
0.640000,0.812030,0.921569,255,233,196
0.640000,0.819549,0.921569,255,233,197
0.640000,0.827068,0.913725,255,230,193
0.640000,0.834586,0.921569,255,233,196
0.640000,0.842105,0.941176,254,240,201
0.640000,0.849624,0.925490,254,235,198
0.640000,0.857143,0.929412,255,235,201
0.640000,0.864662,0.905882,255,226,195
0.640000,0.872180,0.686275,202,168,141
0.640000,0.879699,0.321569,99,79,55
0.640000,0.984962,0.462745,139,114,80
0.645000,0.406015,0.678431,168,176,173
0.645000,0.413534,0.650980,163,167,165
0.645000,0.421053,0.431373,108,111,109
0.645000,0.706767,0.329412,90,85,67
0.645000,0.714286,0.619608,176,156,125
0.645000,0.721805,0.921569,252,233,198
0.645000,0.729323,0.917647,251,233,196
0.645000,0.849624,0.909804,251,230,194
0.645000,0.857143,0.917647,254,230,199
0.645000,0.864662,0.909804,249,229,206
0.645000,0.872180,0.552941,157,137,120
0.645000,0.984962,0.392157,123,94,68
0.650000,0.864662,0.458824,130,115,92
0.652500,0.413534,0.674510,171,173,172
0.652500,0.421053,0.582353,147,149,148
0.652500,0.428571,0.358823,90,92,91
0.652500,0.714286,0.423530,117,107,91
0.652500,0.721805,0.660784,180,166,145
0.652500,0.729323,0.656862,178,166,144
0.652500,0.736842,0.668628,181,169,147
0.652500,0.744361,0.680393,184,172,150
0.652500,0.751880,0.682353,184,173,151
0.652500,0.759398,0.680392,185,172,150
0.652500,0.766917,0.686275,188,172,152
0.652500,0.774436,0.688236,187,173,153
0.652500,0.781955,0.684314,186,173,152
0.652500,0.789474,0.690196,186,175,153
0.652500,0.796992,0.705882,188,180,158
0.652500,0.804511,0.676471,179,173,148
0.652500,0.812030,0.711765,193,180,156
0.652500,0.819549,0.725490,199,182,158
0.652500,0.827068,0.662745,184,166,143
0.652500,0.834586,0.707843,192,179,156
0.652500,0.842105,0.711765,196,180,148
0.652500,0.849624,0.694118,191,176,146
0.652500,0.857143,0.656862,180,166,140
0.652500,0.984962,0.447059,140,106,82
0.660000,0.421053,0.678431,172,174,173
0.660000,0.428571,0.494118,125,127,126
0.660000,0.436090,0.313725,79,81,80
0.660000,0.774436,0.313725,85,79,73
0.660000,0.812030,0.305882,81,78,67
0.660000,0.819549,0.356863,98,90,77
0.660000,0.984962,0.501961,156,120,95
0.667500,0.421053,0.662745,168,170,169
0.667500,0.428571,0.629412,159,161,160
0.667500,0.436090,0.421569,106,108,107
0.667500,0.827068,0.419608,113,107,90
0.667500,0.984962,0.482353,152,115,86
0.670000,0.766917,0.345098,96,87,73
0.670000,0.781955,0.305882,81,79,66
0.670000,0.812030,0.384314,104,99,79
0.670000,0.819549,0.411765,114,105,81
0.670000,0.864662,0.541176,169,132,84
0.670000,0.872180,0.482353,154,119,65
0.675000,0.428571,0.662745,166,170,169
0.675000,0.436090,0.592157,149,152,151
0.675000,0.443609,0.333333,82,86,85
0.675000,0.759398,0.333333,89,84,78
0.675000,0.766917,0.349020,103,86,71
0.675000,0.781955,0.384314,99,99,88
0.675000,0.804511,0.364706,100,92,81
0.675000,0.812030,0.388235,110,97,83
0.675000,0.819549,0.400000,113,100,83
0.675000,0.827068,0.341176,94,86,74
0.675000,0.864662,0.541176,191,126,57
0.675000,0.872180,0.588235,200,140,66
0.675000,0.984962,0.498039,155,121,85
0.680000,0.428571,0.662745,166,170,169
0.680000,0.436090,0.650980,163,167,166
0.680000,0.443609,0.470588,117,121,120
0.680000,0.759398,0.301961,81,76,71
0.680000,0.766917,0.356863,102,87,80
0.680000,0.864662,0.533333,182,126,64
0.680000,0.872180,0.466667,161,111,49
0.680000,0.984962,0.466667,146,113,83
0.687500,0.436090,0.660784,165,169,168
0.687500,0.443609,0.635295,159,163,162
0.687500,0.451128,0.401961,101,102,104
0.687500,0.864662,0.478431,163,113,59
0.687500,0.872180,0.396078,135,95,46
0.687500,0.984962,0.392157,124,94,67
0.690000,0.766917,0.317647,88,79,73
0.695000,0.443609,0.643137,161,165,164
0.695000,0.451128,0.600000,151,154,149
0.695000,0.458647,0.337255,84,87,82
0.695000,0.466165,0.321569,81,83,78
0.695000,0.766917,0.333333,92,84,75
0.695000,0.789474,0.345098,93,88,74
0.695000,0.796992,0.396078,110,99,85
0.695000,0.804511,0.356863,106,88,65
0.695000,0.864662,0.427451,151,100,47
0.695000,0.872180,0.447059,146,108,62
0.695000,0.909774,0.341176,88,89,72
0.695000,0.984962,0.501961,151,124,91
0.700000,0.443609,0.650980,163,167,166
0.700000,0.451128,0.631373,157,164,160
0.700000,0.458647,0.478431,119,124,120
0.700000,0.466165,0.309804,77,81,77
0.700000,0.473684,0.321569,82,82,80
0.700000,0.796992,0.321569,90,80,69
0.700000,0.804511,0.396078,109,99,86
0.700000,0.812030,0.403922,134,94,68
0.700000,0.819549,0.349020,102,84,81
0.700000,0.834586,0.588235,180,144,102
0.700000,0.842105,0.792157,240,197,124
0.700000,0.849624,0.784314,242,196,112
0.700000,0.857143,0.701961,221,172,102
0.700000,0.864662,0.400000,139,93,53
0.700000,0.872180,0.341176,115,80,49
0.700000,0.902256,0.360784,111,88,61
0.700000,0.909774,0.458824,143,113,73
0.700000,0.984962,0.525490,157,130,96
0.705000,0.481203,0.301961,77,77,75
0.705000,0.819549,0.443137,128,108,100
0.705000,0.834586,0.545098,164,137,81
0.705000,0.864662,0.317647,104,74,55
0.707500,0.451128,0.650980,162,168,164
0.707500,0.458647,0.643137,161,166,162
0.707500,0.466165,0.466667,117,121,117
0.707500,0.789474,0.372549,106,92,79
0.707500,0.796992,0.401961,122,97,75
0.707500,0.842105,0.556862,179,132,93
0.707500,0.849624,0.582353,182,142,92
0.707500,0.857143,0.517647,159,126,89
0.707500,0.902256,0.501961,153,123,81
0.707500,0.909774,0.664706,204,164,108
0.707500,0.917293,0.513726,156,128,83
0.707500,0.984962,0.401961,134,93,70
0.710000,0.473684,0.345098,88,88,86
0.710000,0.804511,0.309804,79,83,60
0.710000,0.887218,0.447059,121,114,98
0.710000,0.894737,0.466667,128,118,100
0.715000,0.458647,0.631373,158,163,159
0.715000,0.466165,0.650980,164,167,164
0.715000,0.473684,0.498039,127,127,125
0.715000,0.481203,0.321569,82,82,80
0.715000,0.488722,0.356863,94,91,85
0.715000,0.796992,0.474510,137,117,97
0.715000,0.804511,0.423529,98,118,84
0.715000,0.819549,0.329412,88,83,75
0.715000,0.849624,0.301961,82,77,60
0.715000,0.879699,0.694118,201,173,139
0.715000,0.887218,0.921569,249,234,207
0.715000,0.894737,0.937255,252,238,209
0.715000,0.902256,0.772549,228,192,144
0.715000,0.909774,0.643137,200,157,103
0.715000,0.917293,0.607843,187,149,102
0.715000,0.924812,0.490196,150,121,82
0.715000,0.984962,0.435294,141,103,77
0.720000,0.917293,0.568627,177,139,95
0.722500,0.466165,0.635294,159,164,160
0.722500,0.473684,0.635294,160,163,160
0.722500,0.481203,0.458824,115,118,115
0.722500,0.488722,0.319608,84,81,76
0.722500,0.819549,0.478431,140,119,87
0.722500,0.827068,0.678432,210,168,97
0.722500,0.834586,0.725491,221,180,114
0.722500,0.842105,0.731373,227,179,114
0.722500,0.849624,0.719608,221,179,109
0.722500,0.857143,0.637255,192,159,106
0.722500,0.872180,0.631373,180,157,130
0.722500,0.879699,0.839216,237,210,173
0.722500,0.887218,0.731372,208,182,148
0.722500,0.894737,0.872549,239,221,187
0.722500,0.902256,0.619608,187,152,113
0.722500,0.909774,0.633334,190,155,115
0.722500,0.924812,0.635294,191,156,115
0.722500,0.932331,0.541176,155,137,101
0.722500,0.984962,0.464706,136,116,84
0.725000,0.496241,0.349020,92,88,85
0.725000,0.796992,0.325490,95,79,71
0.725000,0.804511,0.360784,107,87,78
0.730000,0.473684,0.650980,163,168,164
0.730000,0.481203,0.596078,149,154,150
0.730000,0.488722,0.329412,85,85,80
0.730000,0.496241,0.333333,86,85,81
0.730000,0.789474,0.317647,88,80,68
0.730000,0.796992,0.403922,119,99,86
0.730000,0.804511,0.462745,140,113,85
0.730000,0.819549,0.509804,152,127,88
0.730000,0.827068,0.788235,243,196,117
0.730000,0.834586,0.800000,251,194,131
0.730000,0.842105,0.815686,250,200,135
0.730000,0.849624,0.780392,244,191,120
0.730000,0.857143,0.776471,230,193,137
0.730000,0.864662,0.337255,99,84,58
0.730000,0.872180,0.313725,91,77,64
0.730000,0.879699,0.760784,210,191,166
0.730000,0.887218,0.847059,234,214,181
0.730000,0.894737,0.827451,233,208,171
0.730000,0.902256,0.639216,196,156,112
0.730000,0.909774,0.678431,212,165,116
0.730000,0.917293,0.560784,179,135,88
0.730000,0.924812,0.639216,189,159,117
0.730000,0.932331,0.313725,94,80,41
0.730000,0.984962,0.309804,95,77,49
0.735000,0.473684,0.631373,158,163,159
0.735000,0.481203,0.643137,161,166,162
0.735000,0.488722,0.478431,122,123,118
0.735000,0.496241,0.309804,79,79,75
0.735000,0.503759,0.345098,89,89,84
0.735000,0.789474,0.407843,116,102,86
0.735000,0.796992,0.505882,151,122,104
0.735000,0.804511,0.462745,133,116,88
0.735000,0.819549,0.443137,128,111,84
0.735000,0.827068,0.588235,182,143,98
0.735000,0.834586,0.623529,190,152,112
0.735000,0.842105,0.701961,216,171,123
0.735000,0.849624,0.741176,232,180,123
0.735000,0.857143,0.705882,212,174,129
0.735000,0.887218,0.396078,107,100,87
0.735000,0.894737,0.439216,125,110,89
0.735000,0.902256,0.462745,143,113,78
0.735000,0.909774,0.670588,209,163,114
0.735000,0.917293,0.513725,168,124,71
0.735000,0.924812,0.592157,173,149,102
0.735000,0.984962,0.333333,103,82,56
0.740000,0.503759,0.321569,82,83,78
0.740000,0.819549,0.325490,85,83,75
0.740000,0.864662,0.305882,87,76,63
0.740000,0.902256,0.349020,98,88,70
0.740000,0.924812,0.454902,135,114,79
0.742500,0.481203,0.629412,157,162,158
0.742500,0.488722,0.629412,158,162,156
0.742500,0.496241,0.431373,108,111,106
0.742500,0.789474,0.437255,131,107,85
0.742500,0.796992,0.466667,150,110,83
0.742500,0.827068,0.360784,105,86,83
0.742500,0.834586,0.350981,95,90,72
0.742500,0.842105,0.449019,133,110,88
0.742500,0.849624,0.611764,187,149,109
0.742500,0.857143,0.637254,190,157,117
0.742500,0.909774,0.558823,169,137,98
0.742500,0.917293,0.498039,157,120,81
0.742500,0.984962,0.423530,130,102,78
0.745000,0.992481,0.384314,135,86,60
0.750000,0.488722,0.635294,158,165,158
0.750000,0.496241,0.627451,157,162,156
0.750000,0.503759,0.466667,117,121,115
0.750000,0.518797,0.341176,87,88,83
0.750000,0.789474,0.372549,108,92,77
0.750000,0.796992,0.423529,134,102,75
0.750000,0.849624,0.694118,204,172,134
0.750000,0.857143,0.674510,201,167,123
0.750000,0.909774,0.517647,161,126,85
0.750000,0.917293,0.470588,148,114,77
0.750000,0.984962,0.305882,94,74,53
0.750000,0.992481,0.325490,106,77,57
0.755000,0.789474,0.329412,94,82,70
0.757500,0.496241,0.621569,155,161,154
0.757500,0.503759,0.621569,155,160,154
0.757500,0.511278,0.435294,110,112,107
0.757500,0.796992,0.441177,130,108,87
0.757500,0.804511,0.460784,142,110,89
0.757500,0.842105,0.354902,93,90,81
0.757500,0.849624,0.668628,190,167,135
0.757500,0.857143,0.547058,165,135,97
0.757500,0.909774,0.507843,159,123,86
0.757500,0.917293,0.405883,129,97,67
0.760000,0.526316,0.305882,79,78,74
0.760000,0.812030,0.415686,127,100,84
0.760000,0.819549,0.341176,104,82,69
0.760000,0.834586,0.415686,124,100,86
0.760000,0.902256,0.368627,110,91,71
0.765000,0.503759,0.615686,155,159,153
0.765000,0.511278,0.611765,156,157,153
0.765000,0.518797,0.403922,103,104,99
0.765000,0.789474,0.333333,93,83,73
0.765000,0.796992,0.356863,101,89,75
0.765000,0.804511,0.388235,112,97,74
0.765000,0.812030,0.360784,102,91,72
0.765000,0.827068,0.411765,113,104,86
0.765000,0.834586,0.431373,121,108,88
0.765000,0.842105,0.325490,94,80,68
0.765000,0.857143,0.341176,104,84,55
0.765000,0.864662,0.588235,174,146,112
0.765000,0.872180,0.450980,130,112,90
0.765000,0.909774,0.360784,115,87,61
0.770000,0.503759,0.623529,156,161,155
0.770000,0.511278,0.635294,162,163,158
0.770000,0.518797,0.549020,140,141,136
0.770000,0.526316,0.325490,84,84,79
0.770000,0.789474,0.349020,96,88,78
0.770000,0.796992,0.333333,91,84,75
0.770000,0.804511,0.392157,111,98,82
0.770000,0.812030,0.313725,87,79,65
0.770000,0.819549,0.352941,96,90,78
0.770000,0.827068,0.317647,88,80,65
0.770000,0.834586,0.392157,112,97,80
0.770000,0.842105,0.384314,114,93,80
0.770000,0.849624,0.364706,97,93,85
0.770000,0.857143,0.305882,91,77,52
0.770000,0.864662,0.690196,206,171,127
0.770000,0.872180,0.615686,179,153,122
0.775000,0.511278,0.627451,158,161,156
0.775000,0.533835,0.301961,77,78,74
0.775000,0.804511,0.356863,101,87,81
0.775000,0.819549,0.372549,105,92,86
0.775000,0.827068,0.341176,105,81,72
0.775000,0.834586,0.407843,125,98,81
0.775000,0.842105,0.321569,96,78,63
0.775000,0.857143,0.317647,91,79,61
0.777500,0.518797,0.603922,152,155,150
0.777500,0.526316,0.396078,100,102,98
0.777500,0.864662,0.613726,175,152,126
0.777500,0.872180,0.576471,168,143,112
0.777500,0.909774,0.417647,121,102,88
0.780000,0.849624,0.313725,88,78,68
0.780000,0.879699,0.760784,213,190,168
0.780000,0.887218,0.780392,216,195,171
0.780000,0.894737,0.784314,216,198,166
0.780000,0.902256,0.725490,203,182,153
0.785000,0.518797,0.619608,155,160,154
0.785000,0.526316,0.505882,127,130,126
0.785000,0.872180,0.380392,111,95,69
0.785000,0.879699,0.878431,245,220,186
